,label,text_,SentimentText,labels
120,CG,Love it. I think I will buy more.Very nice set of knives!  I have one,Love it. I think I will buy more.Very nice set of knives!  I have one,0
121,CG,Nice small ottoman that does what it should.  Not too big or too small. ,Nice small ottoman that does what it should.  Not too big or too small. ,0
122,CG,they look great in my kitchen. The only problem is that it's kind of hard to put the,they look great in my kitchen. The only problem is that it's kind of hard to put the,0
123,CG,Bought this as a Father's Day gift and it's just what I needed!  I love,Bought this as a Father's Day gift and it's just what I needed!  I love,0
124,CG,"Great for winter months, very soft and comfortable.  I've slept on this for about a week","Great for winter months, very soft and comfortable.  I've slept on this for about a week",0
125,CG,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn,0
126,CG,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional","This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional",0
127,CG,Need to buy two to go with the wide wooden legs of the bedding. I have one in,Need to buy two to go with the wide wooden legs of the bedding. I have one in,0
128,CG,Very nice and sturdy. I use it as a long-term storage container for my small bags of,Very nice and sturdy. I use it as a long-term storage container for my small bags of,0
129,CG,"Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits","Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits",0
130,CG,"Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,","Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,",0
131,CG,"Nice large, sturdy canvas tote, and it's lightweight and comfortable.","Nice large, sturdy canvas tote, and it's lightweight and comfortable.",0
132,CG,Good quality and good price. I love the look and feel of this pillow.,Good quality and good price. I love the look and feel of this pillow.,0
133,CG,"I ordered the light blue, and it arrived with a very small opening.  The yellow was just","I ordered the light blue, and it arrived with a very small opening.  The yellow was just",0
134,CG,Purchased as a gift!  We have had this one for two months now and it's,Purchased as a gift!  We have had this one for two months now and it's,0
135,CG,Very good price for product!I have had this for a few months now and have used it every,Very good price for product!I have had this for a few months now and have used it every,0
136,CG,"Gets all the shampoo &/or conditioner you want, and I will keep my shower in","Gets all the shampoo &/or conditioner you want, and I will keep my shower in",0
137,CG,This is a mini-chair! Not a real chair. It is a full chair that is comfortable,This is a mini-chair! Not a real chair. It is a full chair that is comfortable,0
138,CG,Happy with my purchase.  We have had the same mattress for a few months now and this one,Happy with my purchase.  We have had the same mattress for a few months now and this one,0
139,CG,Works great to keep light on. The only problem is that it's kind of hard to put the,Works great to keep light on. The only problem is that it's kind of hard to put the,0
140,CG,"Bought for son in college, and he loves it!Very good quality.","Bought for son in college, and he loves it!Very good quality.",0
141,CG,"Terrible, complete waste of money. Not a whole lot to say.","Terrible, complete waste of money. Not a whole lot to say.",0
142,CG,It looks very nice in my bedroom and the materials are good.  I have a large one and,It looks very nice in my bedroom and the materials are good.  I have a large one and,0
143,CG,Easy to put together and looks nice and the finish is good.  I have a large one and,Easy to put together and looks nice and the finish is good.  I have a large one and,0
144,CG,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty,0
145,CG,"I'm so glad I got this set, as it is a great deal for the price! ","I'm so glad I got this set, as it is a great deal for the price! ",0
146,CG,"Do the job, are adorable, and have the quality to make them a nice addition to the kitchen","Do the job, are adorable, and have the quality to make them a nice addition to the kitchen",0
147,CG,Too much work.  This is an easy way to make a smoothie that is perfect for the,Too much work.  This is an easy way to make a smoothie that is perfect for the,0
148,CG,Just okay. Did not fit my containers well. We love this blanket.,Just okay. Did not fit my containers well. We love this blanket.,0
149,CG,"As far as little plastic, it's fine, but I'm not sure how well it will hold","As far as little plastic, it's fine, but I'm not sure how well it will hold",0
150,CG,"So nice, was a gift for a friend. We love this blanket.","So nice, was a gift for a friend. We love this blanket.",0
151,CG,Skinnier than I thought. But it has the quality and design of a lot of other products,Skinnier than I thought. But it has the quality and design of a lot of other products,0
152,CG,Very quick shipping and excellent customer service.  Great value for the money!This is a great little,Very quick shipping and excellent customer service.  Great value for the money!This is a great little,0
153,CG,"Works great, this design makes it easy to hang and it is a nice size for the size of","Works great, this design makes it easy to hang and it is a nice size for the size of",0
154,CG,Perfect! Works in your oven and has the right height. I also love that it's removable and,Perfect! Works in your oven and has the right height. I also love that it's removable and,0
155,CG,"Service was great, can't wait to try it out!Very good quality.","Service was great, can't wait to try it out!Very good quality.",0
156,CG,Arrived quickly and is the perfect size for the long haul.  I also have a large one,Arrived quickly and is the perfect size for the long haul.  I also have a large one,0
157,CG,"CHEAP CHINA.  Not a big deal, but it is a little pricey for a","CHEAP CHINA.  Not a big deal, but it is a little pricey for a",0
158,CG,Gave to Mother as a gift. The quality is good but it's not really the best one,Gave to Mother as a gift. The quality is good but it's not really the best one,0
159,CG,"Great for spices but not for anything else.  Not good enough.Nice, sturdy, and functional","Great for spices but not for anything else.  Not good enough.Nice, sturdy, and functional",0
210,CG,"Really great, soft and warm. I love the feel of this blanket.","Really great, soft and warm. I love the feel of this blanket.",0
211,CG,"LESS THEN 1 YEAR OLD, BUT NO MORE!!  I've had mine for 2 months now","LESS THEN 1 YEAR OLD, BUT NO MORE!!  I've had mine for 2 months now",0
212,CG,"It's a pint. And it's a pint, too.

It's also a pint","It's a pint. And it's a pint, too.

It's also a pint",0
213,CG,Perfect for what I needed. I love the look and feel of this pillow.,Perfect for what I needed. I love the look and feel of this pillow.,0
214,CG,Bought this just to pick up an old mattress and it was a nice piece of equipment. ,Bought this just to pick up an old mattress and it was a nice piece of equipment. ,0
215,CG,the plastic rings either gone or destroyed the pieces.  I will keep my old ones as gifts.,the plastic rings either gone or destroyed the pieces.  I will keep my old ones as gifts.,0
216,CG,"Nice just more trouble then it looks, the finish is a bit thin, not the best quality.","Nice just more trouble then it looks, the finish is a bit thin, not the best quality.",0
217,CG,Great Seller. Item just like it.Great quality and just what I needed for my kitchen! ,Great Seller. Item just like it.Great quality and just what I needed for my kitchen! ,0
218,CG,Very cute. Go with what you have. Not too big or too small.,Very cute. Go with what you have. Not too big or too small.,0
219,CG,looks high end and feels nice. The only problem is that it's kind of hard to put,looks high end and feels nice. The only problem is that it's kind of hard to put,0
220,CG,"This mug is VERY nice.  I love the look and feel of it, and the size and","This mug is VERY nice.  I love the look and feel of it, and the size and",0
221,CG,It works really well it looks great and the materials are good.  I have a large one and,It works really well it looks great and the materials are good.  I have a large one and,0
222,CG,Ordered this as a gift and it arrived on time. I will keep my review for the next,Ordered this as a gift and it arrived on time. I will keep my review for the next,0
223,CG,Beautiful calming light. Not sure what it is. We love this blanket.,Beautiful calming light. Not sure what it is. We love this blanket.,0
224,CG,I like the clock although it has the design flaw which is that it is a little hard to read,I like the clock although it has the design flaw which is that it is a little hard to read,0
225,CG,Exactly as advertised. Better quality than the original. We love this blanket.,Exactly as advertised. Better quality than the original. We love this blanket.,0
226,CG,Perfect solution to sorting his messes and the tools. I also love that it's removable and can,Perfect solution to sorting his messes and the tools. I also love that it's removable and can,0
227,CG,"very cute item, going to go with the wide wooden legs for a nice dinner table.","very cute item, going to go with the wide wooden legs for a nice dinner table.",0
228,CG,Beautious!  The perfect wall clock.  It's a good size and looks great in my,Beautious!  The perfect wall clock.  It's a good size and looks great in my,0
229,CG,Just OK. Am buying a second set.I love these containers.  They work well and look,Just OK. Am buying a second set.I love these containers.  They work well and look,0
230,CG,Great comforter especially when you are on the go.  I will keep my shelves in order,Great comforter especially when you are on the go.  I will keep my shelves in order,0
231,CG,"It's nice, fit just right, and the quality is good.

The only reason I","It's nice, fit just right, and the quality is good.

The only reason I",0
232,CG,These are very nice mugs.  They are very long and fit nicely on my shelves. ,These are very nice mugs.  They are very long and fit nicely on my shelves. ,0
233,CG,Easy to assemble.  Arrived on time and as described.  My husband and I have been,Easy to assemble.  Arrived on time and as described.  My husband and I have been,0
234,CG,I bought one for my daughter and it was very comfortable.  She also loves the way the bed,I bought one for my daughter and it was very comfortable.  She also loves the way the bed,0
235,CG,Wife love s it. Packed it with the pieces and it was perfect.,Wife love s it. Packed it with the pieces and it was perfect.,0
236,CG,I love CrockPots that is perfect for the wide variety of containers.,I love CrockPots that is perfect for the wide variety of containers.,0
237,CG,I hang it myself and it looks nice.  I've also used it for a few hours.,I hang it myself and it looks nice.  I've also used it for a few hours.,0
238,CG,"Using my second set of glasses, I thought they would be a nice addition to the kitchen. ","Using my second set of glasses, I thought they would be a nice addition to the kitchen. ",0
239,CG,Big mirror that fits perfectly into my cabinet.  I've also used this for a few years.,Big mirror that fits perfectly into my cabinet.  I've also used this for a few years.,0
240,CG,Pretty good!  quite a few of the pieces are just too small.  I would recommend them,Pretty good!  quite a few of the pieces are just too small.  I would recommend them,0
241,CG,This is the second one that I have bought and it is a nice piece of equipment.,This is the second one that I have bought and it is a nice piece of equipment.,0
242,CG,"Perfect size for hanging wreath, an easy to use and efficient way to make a small wreath","Perfect size for hanging wreath, an easy to use and efficient way to make a small wreath",0
243,CG,"I ADORE these bowls, can't wait to make the next batch of cold drinks!This is","I ADORE these bowls, can't wait to make the next batch of cold drinks!This is",0
244,CG,They work great. I also use it as a measuring cup for measuring cupcakes.,They work great. I also use it as a measuring cup for measuring cupcakes.,0
245,CG,Nice fit in the hand.  I love the feel of the fabric.  The colors are just,Nice fit in the hand.  I love the feel of the fabric.  The colors are just,0
246,CG,Great for the price!  We have had this for a few months now and have used it every,Great for the price!  We have had this for a few months now and have used it every,0
247,CG,I bought these for bottling wine.  I love them.  I also like the fact that,I bought these for bottling wine.  I love them.  I also like the fact that,0
248,CG,Good padding and nice quality.  I love the feel of the fabric.  I would buy again,Good padding and nice quality.  I love the feel of the fabric.  I would buy again,0
249,CG,I love this popcorn machine!  I love the popcorn and I will keep my popcorn in this one,I love this popcorn machine!  I love the popcorn and I will keep my popcorn in this one,0
250,CG,Nice but the size of the containers is a little small for a cup of tea.Very pretty.,Nice but the size of the containers is a little small for a cup of tea.Very pretty.,0
251,CG,Much easier to use Can't go wrong with this product. I will keep my review for the next,Much easier to use Can't go wrong with this product. I will keep my review for the next,0
252,CG,Great can opener that looks nice on the countertop. I will keep my opener in the drawer.,Great can opener that looks nice on the countertop. I will keep my opener in the drawer.,0
253,CG,"love it, just wish the handle was more wide. Very good quality.","love it, just wish the handle was more wide. Very good quality.",0
254,CG,seems to have a defective seal. The only way to fix it is to just throw the container,seems to have a defective seal. The only way to fix it is to just throw the container,0
255,CG,works great. But boy do I love the fact that you can't just turn it off and off,works great. But boy do I love the fact that you can't just turn it off and off,0
256,CG,"These are sturdy, snap into place, and are very comfortable.

The only reason I gave","These are sturdy, snap into place, and are very comfortable.

The only reason I gave",0
257,CG,"These have worked out so well. The only problem is that they are small, and the one I","These have worked out so well. The only problem is that they are small, and the one I",0
306,CG,Beautiful shower curtain. Just what I wanted. Looks good in my bathroom.,Beautiful shower curtain. Just what I wanted. Looks good in my bathroom.,0
307,CG,I have used these containers for a couple of weeks and I really love them. I have one in,I have used these containers for a couple of weeks and I really love them. I have one in,0
308,CG,Love the way the top holds the suction cups. I also love that the suction cups are,Love the way the top holds the suction cups. I also love that the suction cups are,0
309,CG,"Love the candles...have ordered more...also, have had the candles burn for a couple of weeks","Love the candles...have ordered more...also, have had the candles burn for a couple of weeks",0
310,CG,"Used as a white elephant, it's just too thin for my liking.","Used as a white elephant, it's just too thin for my liking.",0
311,CG,My daughters loves it!  We have had it for a few months now and it's been great,My daughters loves it!  We have had it for a few months now and it's been great,0
312,CG,"For a single cup of coffee, you can feel the coffee taste fresher, the coffee tastes lighter","For a single cup of coffee, you can feel the coffee taste fresher, the coffee tastes lighter",0
313,CG,Not what I expected my old ones to be. I will keep them for the future.,Not what I expected my old ones to be. I will keep them for the future.,0
314,CG,unpacked and used as soon as it arrived.  I was a little surprised how well this one,unpacked and used as soon as it arrived.  I was a little surprised how well this one,0
315,CG,"Very flimsy for blackout curtains. Not an easy task to put together. Also, the dimensions are","Very flimsy for blackout curtains. Not an easy task to put together. Also, the dimensions are",0
316,CG,"A standard christmas present for a friend, she loves it.

The only reason I gave","A standard christmas present for a friend, she loves it.

The only reason I gave",0
317,CG,"Looks fantastic in my guest room. The only problem is that it's not really a vacuum, but","Looks fantastic in my guest room. The only problem is that it's not really a vacuum, but",0
318,CG,So easy to put up!  I love the look and feel of this pillow.,So easy to put up!  I love the look and feel of this pillow.,0
319,CG,I absolutely love it.  We have had it for a few months now and it's been great,I absolutely love it.  We have had it for a few months now and it's been great,0
320,CG,"Fits my 32 oz. Ozark, and I love the fact that it comes with a small","Fits my 32 oz. Ozark, and I love the fact that it comes with a small",0
321,CG,Such an amazing product and looks amazing in the kitchen. I will definitely buy again!Very pretty.,Such an amazing product and looks amazing in the kitchen. I will definitely buy again!Very pretty.,0
322,CG,Perfect size for eggs for a couple of reasons.  I need a lot of egg whites and they,Perfect size for eggs for a couple of reasons.  I need a lot of egg whites and they,0
323,CG,"Great straws - very durable and will last a long time.

The only reason I gave","Great straws - very durable and will last a long time.

The only reason I gave",0
324,CG,Does the job but thinner than a professional blender?  I will say that it's a pretty good,Does the job but thinner than a professional blender?  I will say that it's a pretty good,0
325,CG,Nicely made.  Great for keeping an open space on a shelf.  Very well made.,Nicely made.  Great for keeping an open space on a shelf.  Very well made.,0
326,CG,Fits well and seems to last a long time. Very good quality.,Fits well and seems to last a long time. Very good quality.,0
327,CG,"I love this, perfect for what I need.  I've had mine for a couple of years","I love this, perfect for what I need.  I've had mine for a couple of years",0
328,CG,"they look pretty, will see some wear and tear on them but overall they are just the right size","they look pretty, will see some wear and tear on them but overall they are just the right size",0
329,CG,Excellent product - my second. I love the look and feel of this pillow.,Excellent product - my second. I love the look and feel of this pillow.,0
330,CG,so ergonomically correct are these.  The only problem is that they are not really the same,so ergonomically correct are these.  The only problem is that they are not really the same,0
331,CG,"Mom loves it and is perfect for the summer.Very good quality.Nice, sturdy, and sturdy","Mom loves it and is perfect for the summer.Very good quality.Nice, sturdy, and sturdy",0
332,CG,Tiny spatulas. Unless you are using a professional spatula you will need to make sure the,Tiny spatulas. Unless you are using a professional spatula you will need to make sure the,0
333,CG,"Purchased for my 10-year-old daughter, who has arthritis in her hands. ","Purchased for my 10-year-old daughter, who has arthritis in her hands. ",0
334,CG,"Easy to set up, sturdy, and easy to clean. I will be purchasing more!Very pretty","Easy to set up, sturdy, and easy to clean. I will be purchasing more!Very pretty",0
335,CG,"Still a good product after reading a few reviews.Very good quality.Nice, sturdy, and functional","Still a good product after reading a few reviews.Very good quality.Nice, sturdy, and functional",0
336,CG,I use these bags to store containers and they are very thick and sturdy. They are very easy to,I use these bags to store containers and they are very thick and sturdy. They are very easy to,0
337,CG,I thought this would be a good addition to my kitchen.  I also have a large kitchen.,I thought this would be a good addition to my kitchen.  I also have a large kitchen.,0
338,CG,"Complements different color schemes, that are more vibrant and more comfortable.","Complements different color schemes, that are more vibrant and more comfortable.",0
339,CG,"Softer than my more expensive, more expensive, more expensive model, I'm just not sure how","Softer than my more expensive, more expensive, more expensive model, I'm just not sure how",0
340,CG,I put the bottles of wine in the freezer and they are still fresh!  I have one in,I put the bottles of wine in the freezer and they are still fresh!  I have one in,0
341,CG,"Small and compact, this travel mug has the design and design of a travel mug.","Small and compact, this travel mug has the design and design of a travel mug.",0
342,CG,Works like a charm. Item looks great and the materials are good.  I have a large one,Works like a charm. Item looks great and the materials are good.  I have a large one,0
343,CG,Love it use it daily and it is the best. I will keep my review.Very pretty.,Love it use it daily and it is the best. I will keep my review.Very pretty.,0
344,CG,"Item exactly as described,  and it arrived with a very good seal.  The dimensions are just","Item exactly as described,  and it arrived with a very good seal.  The dimensions are just",0
345,CG,does great on pug dog treats.  It's a good size and the lid is strong enough,does great on pug dog treats.  It's a good size and the lid is strong enough,0
346,CG,Does not fit my husbands bed.  It's just too small.  I would order one.,Does not fit my husbands bed.  It's just too small.  I would order one.,0
347,CG,This is not what I wanted. The quality is just what I wanted. The dimensions are just what,This is not what I wanted. The quality is just what I wanted. The dimensions are just what,0
348,CG,"Very comfortable and helps my wrists. The only problem is that it's not really a vacuum, but","Very comfortable and helps my wrists. The only problem is that it's not really a vacuum, but",0
349,CG,"Don't waste your time buying this set, they are just too thin and need to be cleaned every","Don't waste your time buying this set, they are just too thin and need to be cleaned every",0
350,CG,"I wish I had bought this sooner, but it is a great product for the price!  It","I wish I had bought this sooner, but it is a great product for the price!  It",0
396,CG,Very good buy for the price. The only problem is that it's kind of hard to put the,Very good buy for the price. The only problem is that it's kind of hard to put the,0
397,CG,Doesn't fit queen bed. The material is too thick and thin for a queen bed.,Doesn't fit queen bed. The material is too thick and thin for a queen bed.,0
398,CG,GREAT PRODUCT... HAVE HAD CORELLE FOR YEARS!!WONDERFUL PRODUCT!,GREAT PRODUCT... HAVE HAD CORELLE FOR YEARS!!WONDERFUL PRODUCT!,0
399,CG,"Keep cold drinks cold, hot drinks hot, cold drinks hot.

The only reason I gave","Keep cold drinks cold, hot drinks hot, cold drinks hot.

The only reason I gave",0
400,CG,It was as exactly decribed as it was shown on the picture.  The actual dimensions are just,It was as exactly decribed as it was shown on the picture.  The actual dimensions are just,0
401,CG,"Not only does this ottoman look nice, it's comfortable and looks nice on my countertop","Not only does this ottoman look nice, it's comfortable and looks nice on my countertop",0
402,CG,"The glass is wonderful, the colors are vibrant and the design is a nice touch.","The glass is wonderful, the colors are vibrant and the design is a nice touch.",0
403,CG,I bought this as a gift for my daughter and she loved it.  It's been a great,I bought this as a gift for my daughter and she loved it.  It's been a great,0
404,CG,Great Product & Service. I use it everyday.Very comfortable.  I love it!Very pretty,Great Product & Service. I use it everyday.Very comfortable.  I love it!Very pretty,0
405,CG,"These curtains weren't as wide as I expected.  I was expecting a tighter curtain, but the","These curtains weren't as wide as I expected.  I was expecting a tighter curtain, but the",0
406,CG,"Easy to use. Pie edges are a little thin, but I will keep that in mind when making","Easy to use. Pie edges are a little thin, but I will keep that in mind when making",0
407,CG,"Totally works for me, I use it everyday. It is very easy to clean, I have","Totally works for me, I use it everyday. It is very easy to clean, I have",0
408,CG,"The colors are good and look good, the materials are good, and the quality is good.","The colors are good and look good, the materials are good, and the quality is good.",0
409,CG,It's so amazing how it looks on the wall.  I will keep it for a long time,It's so amazing how it looks on the wall.  I will keep it for a long time,0
410,CG,"These knives aren't only nice, they're also very sharp.

The blade is sharp and","These knives aren't only nice, they're also very sharp.

The blade is sharp and",0
411,CG,I love this set! It looks great and the colors are vibrant.  I have a large collection,I love this set! It looks great and the colors are vibrant.  I have a large collection,0
412,CG,"Great cupcake holder. Looked nice and sturdy, but the instructions are a little misleading.","Great cupcake holder. Looked nice and sturdy, but the instructions are a little misleading.",0
413,CG,My wife has been making cookies for the last two years and she's happy with the way she's,My wife has been making cookies for the last two years and she's happy with the way she's,0
414,CG,The pillow is excessively firm.  I have an older version of this pillow that is a little larger,The pillow is excessively firm.  I have an older version of this pillow that is a little larger,0
415,CG,I grow my own spices and herbs and they are just what I needed for my kitchen.,I grow my own spices and herbs and they are just what I needed for my kitchen.,0
416,CG,High Quality. Works well. Solid material. The only problem is that it's not really a vacuum,High Quality. Works well. Solid material. The only problem is that it's not really a vacuum,0
417,CG,Handled heavy pans without tipping.  The only problem is that it's kind of hard to put,Handled heavy pans without tipping.  The only problem is that it's kind of hard to put,0
418,CG,"Look nice but is too small for my liking.Very good quality.Nice, sturdy, and functional","Look nice but is too small for my liking.Very good quality.Nice, sturdy, and functional",0
419,CG,Just Stunning! Clean and Modern. We have had this for a few months now and have been,Just Stunning! Clean and Modern. We have had this for a few months now and have been,0
420,CG,really l;ike this item.  We have had it for a few months now and it's,really l;ike this item.  We have had it for a few months now and it's,0
421,CG,Perfect for my white desk. I love the look and feel of this chair.,Perfect for my white desk. I love the look and feel of this chair.,0
